Temperature(F),Dew Point(F),Humidity(%),Wind Speed(mph),Pressure(in),Value
85.28333333,75.59,75.84,6.27,29.41,10.3231
84.9025,75.57,76.35,5.6975,29.38,10.1091
84.52166667,75.54,76.86,5.125,29.36,10.3231
84.14083333,75.52,77.37,4.5525,29.33,10.751
83.76,75.49,77.88,3.98,29.3,9.8417
83.60333333,75.69,78.62,3.980833333,29.34,9.5208
83.44666667,75.88,79.35,3.981666667,29.38,9.6277
83.29,76.08,80.09,3.9825,29.42,9.7347
83.13333333,76.27,80.82,3.983333333,29.47,9.7882
82.97666667,76.47,81.56,3.984166667,29.51,9.7347
82.82,76.66,82.29,3.985,29.55,9.5742
82.66333333,76.86,83.03,3.985833333,29.59,9.7882
82.50666667,77.06,83.77,3.986666667,29.63,10.1091
82.35,77.25,84.5,3.9875,29.68,10.1626
82.19333333,77.45,85.24,3.988333333,29.72,9.3603
82.03666667,77.64,85.97,3.989166667,29.76,9.8952
81.88,77.84,86.71,3.99,29.8,10.0556
81.81083333,77.87,86.37,3.984166667,29.78,10.1091
81.74166667,77.9,86.03,3.978333333,29.75,9.5742
81.6725,77.93,85.68,3.9725,29.73,9.7347
81.60333333,77.96,85.34,3.966666667,29.7,9.7882
81.53416667,77.99,85,3.960833333,29.68,9.4138
81.465,78.02,84.66,3.955,29.66,8.9859
81.39583333,78.05,84.32,3.949166667,29.63,9.1463
81.32666667,78.08,83.98,3.943333333,29.61,8.6115
81.2575,78.11,83.64,3.9375,29.58,8.6115
81.18833333,78.14,83.29,3.931666667,29.56,8.2905
81.11916667,78.17,82.95,3.925833333,29.53,8.3975
81.05,78.2,82.61,3.92,29.51,8.344
81.0925,78.1,82.67,3.928333333,29.48,8.1301
81.135,78,82.73,3.936666667,29.46,8.3975
81.1775,77.9,82.79,3.945,29.43,8.2905
81.22,77.79,82.85,3.953333333,29.41,8.0231
81.2625,77.69,82.91,3.961666667,29.38,8.1301
81.305,77.59,82.96,3.97,29.36,8.0766
81.3475,77.49,83.02,3.978333333,29.33,7.8092
81.39,77.39,83.08,3.986666667,29.3,7.7022
81.4325,77.28,83.14,3.995,29.28,7.6487
81.475,77.18,83.2,4.003333333,29.25,7.7022
81.5175,77.08,83.26,4.011666667,29.23,7.6487
81.56,76.98,83.32,4.02,29.2,7.7022
81.70416667,77.18,83.54,4.019166667,29.28,7.7022
81.84833333,77.38,83.76,4.018333333,29.36,7.7557
81.9925,77.58,83.99,4.0175,29.44,7.3278
82.13666667,77.78,84.21,4.016666667,29.51,7.1673
82.28083333,77.98,84.43,4.015833333,29.59,6.5789
82.425,78.18,84.66,4.015,29.67,7.0068
82.56916667,78.38,84.88,4.014166667,29.75,7.2743
82.71333333,78.58,85.1,4.013333333,29.83,8.1301
82.8575,78.78,85.32,4.0125,29.9,8.7184
83.00166667,78.98,85.54,4.011666667,29.98,8.2371
83.14583333,79.18,85.77,4.010833333,30.06,8.7719
83.29,79.38,85.99,4.01,30.14,9.4673
83.4925,79.16,85.39,4.763333333,30.1,9.3068
83.695,78.95,84.79,5.516666667,30.05,11.1789
83.8975,78.73,84.18,6.27,30.01,16.5276
84.1,78.52,83.58,7.023333333,29.96,21.395
84.3025,78.3,82.98,7.776666667,29.92,21.395
84.505,78.09,82.38,8.53,29.87,21.8763
84.7075,77.87,81.78,9.283333333,29.83,21.4484
84.91,77.65,81.18,10.03666667,29.78,23.6949
85.1125,77.44,80.57,10.79,29.74,25.2995
85.315,77.22,79.97,11.54333333,29.69,26.9576
85.5175,77.01,79.37,12.29666667,29.65,29.3111
85.72,76.79,78.77,13.05,29.6,29.4716
85.83,76.9,78.26,13.31166667,29.63,30.8087
85.94,77.02,77.75,13.57333333,29.66,30.8087
86.05,77.13,77.24,13.835,29.7,15.69255781
86.16,77.24,76.74,14.09666667,29.73,31.1831
86.27,77.36,76.23,14.35833333,29.76,30.4343
86.38,77.47,75.72,14.62,29.8,28.8832
86.49,77.58,75.21,14.88166667,29.83,27.2786
86.6,77.7,74.7,15.14333333,29.86,27.2251
86.71,77.81,74.19,15.405,29.89,26.5297
86.82,77.92,73.69,15.66666667,29.92,26.4228
86.93,78.04,73.18,15.92833333,29.96,25.8344
87.04,78.15,72.67,16.19,29.99,25.8344
86.89083333,78.04,73,15.9225,29.93,25.7809
86.74166667,77.93,73.34,15.655,29.87,26.7437
86.5925,77.82,73.67,15.3875,29.81,27.1716
86.44333333,77.72,74.01,15.12,29.75,26.2088
86.29416667,77.61,74.34,14.8525,29.69,27.546
86.145,77.5,74.68,14.585,29.62,28.2413
85.99583333,77.39,75.01,14.3175,29.56,27.1181
85.84666667,77.28,75.34,14.05,29.5,27.653
85.6975,77.18,75.68,13.7825,29.44,28.2413
85.54833333,77.07,76.01,13.515,29.38,28.6692
85.39916667,76.96,76.35,13.2475,29.32,28.9902
85.25,76.85,76.68,12.98,29.26,30.1134
85.08,76.8,76.98,12.23166667,29.25,29.0437
84.91,76.76,77.28,11.48333333,29.24,27.439
84.74,76.71,77.58,10.735,29.22,22.4112
84.57,76.66,77.87,9.986666667,29.21,20.1647
84.4,76.62,78.17,9.238333333,29.2,16.4206
84.23,76.57,78.47,8.49,29.19,15.2439
84.06,76.52,78.77,7.741666667,29.18,13.2114
83.89,76.48,79.07,6.993333333,29.17,12.1416
83.72,76.43,79.37,6.245,29.16,11.0719
83.55,76.38,79.66,5.496666667,29.14,10.8579
83.38,76.34,79.96,4.748333333,29.13,10.3231
83.21,76.29,80.26,4,29.12,11.3928
83.31333333,76.45,80.43,4.003333333,29.19,12.0881
83.41666667,76.61,80.61,4.006666667,29.27,11.3393
83.52,76.76,80.78,4.01,29.34,10.5905
83.62333333,76.92,80.96,4.013333333,29.42,10.6975
83.72666667,77.08,81.13,4.016666667,29.49,10.751
83.83,77.24,81.31,4.02,29.56,10.6975
83.93333333,77.4,81.48,4.023333333,29.64,11.1789
84.03666667,77.56,81.65,4.026666667,29.71,10.8579
84.14,77.72,81.83,4.03,29.79,11.2858
84.24333333,77.87,82,4.033333333,29.86,10.537
84.34666667,78.03,82.18,4.036666667,29.94,10.5905
84.45,78.19,82.35,4.04,30.01,10.537
84.30833333,77.99,82.49,4.279166667,29.96,10.9649
84.16666667,77.8,82.64,4.518333333,29.9,10.644
84.025,77.6,82.78,4.7575,29.85,10.3231
83.88333333,77.4,82.93,4.996666667,29.8,9.8417
83.74166667,77.21,83.07,5.235833333,29.75,9.4673
83.6,77.01,83.22,5.475,29.7,9.3068
83.45833333,76.81,83.36,5.714166667,29.64,9.0929
83.31666667,76.62,83.5,5.953333333,29.59,8.8254
83.175,76.42,83.65,6.1925,29.54,8.7719
83.03333333,76.22,83.79,6.431666667,29.48,8.9324
82.89166667,76.03,83.94,6.670833333,29.43,8.451
82.75,75.83,84.08,6.91,29.38,8.344
82.52333333,76.16,85.4,6.915,29.42,8.3975
82.29666667,76.48,86.72,6.92,29.47,8.0231
82.07,76.81,88.03,6.925,29.51,8.2371
81.84333333,77.14,89.35,6.93,29.56,8.3975
81.61666667,77.47,90.67,6.935,29.6,8.1301
81.39,77.8,91.98,6.94,29.64,8.1301
81.16333333,78.12,93.3,6.945,29.69,8.0766
80.93666667,78.45,94.62,6.95,29.73,8.1836
80.71,78.78,95.94,6.955,29.78,8.0766
80.48333333,79.1,97.26,6.96,29.82,8.2371
80.25666667,79.43,98.57,6.965,29.87,8.2905
80.03,79.76,99.89,6.97,29.91,8.1301
80.4325,79.82,98.79,6.5575,29.9,8.0766
80.835,79.88,97.69,6.145,29.9,8.0766
81.2375,79.94,96.6,5.7325,29.9,7.9161
81.64,80,95.5,5.32,29.89,7.9161
82.0425,80.06,94.4,4.9075,29.88,7.3278
82.445,80.12,93.3,4.495,29.88,7.3813
82.8475,80.18,92.2,4.0825,29.88,7.3813
83.25,80.24,91.1,3.67,29.87,7.0603
83.6525,80.3,90,3.2575,29.86,6.8999
84.055,80.36,88.91,2.845,29.86,7.1138
84.4575,80.42,87.81,2.4325,29.86,7.8092
84.86,80.48,86.71,2.02,29.85,9.4673
84.95416667,80.28,86.15,2.940833333,29.79,10.43
85.04833333,80.08,85.58,3.861666667,29.74,12.2486
85.1425,79.88,85.02,4.7825,29.68,16.3671
85.23666667,79.68,84.46,5.703333333,29.62,17.1695
85.33083333,79.48,83.89,6.624166667,29.57,16.4206
85.425,79.28,83.33,7.545,29.51,20.5926
85.51916667,79.09,82.77,8.465833333,29.45,20.9136
85.61333333,78.89,82.2,9.386666667,29.4,22.4647
85.7075,78.69,81.64,10.3075,29.34,22.6252
85.80166667,78.49,81.08,11.22833333,29.28,24.4972
85.89583333,78.29,80.51,12.14916667,29.23,26.1018
85.99,78.09,79.95,13.07,29.17,26.8507
86.37,77.95,79.18,13.29333333,29.19,28.0274
86.75,77.82,78.41,13.51666667,29.22,31.3971
87.13,77.68,77.65,13.74,29.24,15.92162664
87.51,77.54,76.88,13.96333333,29.27,32.3064
87.89,77.41,76.11,14.18666667,29.29,32.76105
88.27,77.27,75.34,14.41,29.32,30.7018
88.65,77.13,74.57,14.63333333,29.34,30.2204
89.03,77,73.8,14.85666667,29.36,30.0599
89.41,76.86,73.04,15.08,29.39,29.8994
89.79,76.72,72.27,15.30333333,29.41,29.6855
90.17,76.59,71.5,15.52666667,29.44,30.8087
90.55,76.45,70.73,15.75,29.46,30.7552
90.10833333,76.56,71.4,15.18416667,29.45,30.2204
89.66666667,76.67,72.08,14.61833333,29.43,29.4181
89.225,76.78,72.75,14.0525,29.42,28.6158
88.78333333,76.89,73.42,13.48666667,29.41,28.8297
88.34166667,77,74.1,12.92083333,29.39,28.3483
87.9,77.11,74.77,12.355,29.38,28.3483
87.45833333,77.22,75.44,11.78916667,29.37,29.8994
87.01666667,77.33,76.12,11.22333333,29.35,30.6483
86.575,77.44,76.79,10.6575,29.34,29.0971
86.13333333,77.55,77.46,10.09166667,29.33,30.0599
85.69166667,77.66,78.14,9.525833333,29.31,30.7552
85.25,77.77,78.81,8.96,29.3,29.9529
85.06416667,77.64,78.57,8.7975,29.29,29.6855
84.87833333,77.51,78.33,8.635,29.28,27.9739
84.6925,77.38,78.1,8.4725,29.28,25.246
84.50666667,77.24,77.86,8.31,29.27,22.7321
84.32083333,77.11,77.62,8.1475,29.26,18.6671
84.135,76.98,77.38,7.985,29.26,16.7416
83.94916667,76.85,77.14,7.8225,29.25,14.6021
83.76333333,76.72,76.9,7.66,29.24,14.1207
83.5775,76.58,76.67,7.4975,29.23,12.8905
83.39166667,76.45,76.43,7.335,29.22,12.8905
83.20583333,76.32,76.19,7.1725,29.22,11.6603
83.02,76.19,75.95,7.01,29.21,11.4463
83.12416667,76.34,76.59,7.015,29.21,11.8742
83.22833333,76.49,77.24,7.02,29.21,11.8207
83.3325,76.64,77.88,7.025,29.22,11.6603
83.43666667,76.79,78.52,7.03,29.22,11.5533
83.54083333,76.94,79.16,7.035,29.22,11.1254
83.645,77.09,79.81,7.04,29.22,11.3928
83.74916667,77.23,80.45,7.045,29.22,11.4463
83.85333333,77.38,81.09,7.05,29.22,11.4998
83.9575,77.53,81.73,7.055,29.22,11.2858
84.06166667,77.68,82.38,7.06,29.23,11.7137
84.16583333,77.83,83.02,7.065,29.23,11.4998
84.27,77.98,83.66,7.07,29.23,11.7672
84.04416667,77.98,83.68,7.070833333,29.23,11.7137
83.81833333,77.98,83.69,7.071666667,29.24,11.2324
83.5925,77.98,83.71,7.0725,29.24,11.1254
83.36666667,77.98,83.73,7.073333333,29.24,10.3766
83.14083333,77.98,83.74,7.074166667,29.24,10.43
82.915,77.97,83.76,7.075,29.24,9.9487
82.68916667,77.97,83.78,7.075833333,29.25,9.7882
82.46333333,77.97,83.79,7.076666667,29.25,9.3603
82.2375,77.97,83.81,7.0775,29.25,9.1463
82.01166667,77.97,83.83,7.078333333,29.26,9.0929
81.78583333,77.97,83.84,7.079166667,29.26,8.8789
81.56,77.97,83.86,7.08,29.26,8.9859
81.66583333,77.93,83.98,7.236666667,29.26,8.9859
81.77166667,77.88,84.1,7.393333333,29.26,9.0394
81.8775,77.84,84.23,7.55,29.26,8.665
81.98333333,77.8,84.35,7.706666667,29.25,8.7719
82.08916667,77.76,84.47,7.863333333,29.25,8.6115
82.195,77.72,84.6,8.02,29.25,8.6115
82.30083333,77.67,84.72,8.176666667,29.25,8.5045
82.40666667,77.63,84.84,8.333333333,29.25,8.558
82.5125,77.59,84.96,8.49,29.24,8.344
82.61833333,77.54,85.08,8.646666667,29.24,8.1836
82.72416667,77.5,85.21,8.803333333,29.24,8.2905
82.83,77.46,85.33,8.96,29.24,8.2371
82.865,77.45,84.99,8.9575,29.26,8.1836
82.9,77.44,84.64,8.955,29.28,8.5045
82.935,77.44,84.3,8.9525,29.3,8.344
82.97,77.43,83.96,8.95,29.32,8.344
83.005,77.42,83.62,8.9475,29.34,8.451
83.04,77.41,83.28,8.945,29.36,7.9696
83.075,77.41,82.93,8.9425,29.38,7.9696
83.11,77.4,82.59,8.94,29.4,7.7022
83.145,77.39,82.25,8.9375,29.42,7.2743
83.18,77.39,81.9,8.935,29.44,6.7929
83.215,77.38,81.56,8.9325,29.46,7.4882
83.25,77.37,81.22,8.93,29.48,8.2371
83.37166667,77.34,80.75,9.12,29.47,9.5208
83.49333333,77.31,80.28,9.31,29.46,11.4463
83.615,77.27,79.81,9.5,29.45,15.1904
83.73666667,77.24,79.33,9.69,29.44,18.0787
83.85833333,77.21,78.86,9.88,29.43,20.6996
83.98,77.18,78.39,10.07,29.42,22.5717
84.10166667,77.14,77.92,10.26,29.4,23.16
84.22333333,77.11,77.45,10.45,29.39,23.5879
84.345,77.08,76.97,10.64,29.38,24.8181
84.46666667,77.04,76.5,10.83,29.37,26.5297
84.58833333,77.01,76.03,11.02,29.36,26.5297
84.71,76.98,75.56,11.21,29.35,28.5623
85.16916667,77,74.53,11.18166667,29.36,31.1297
85.62833333,77.02,73.5,11.15333333,29.37,32.6273
86.0875,77.04,72.47,11.125,29.38,31.8785
86.54666667,77.06,71.45,11.09666667,29.38,32.1459
87.00583333,77.08,70.42,11.06833333,29.39,31.3971
87.465,77.1,69.39,11.04,29.4,29.3111
87.92416667,77.11,68.36,11.01166667,29.41,28.5623
88.38333333,77.13,67.33,10.98333333,29.42,28.2413
88.8425,77.15,66.31,10.955,29.42,28.2948
89.30166667,77.17,65.28,10.92666667,29.43,28.2413
89.76083333,77.19,64.25,10.89833333,29.44,28.8297
90.22,77.21,63.22,10.87,29.45,28.8297
89.90083333,77.42,64.92,10.86916667,29.43,28.9902
89.58166667,77.64,66.61,10.86833333,29.41,29.8994
89.2625,77.85,68.31,10.8675,29.4,30.7552
88.94333333,78.06,70.01,10.86666667,29.38,30.1134
88.62416667,78.28,71.71,10.86583333,29.36,29.8994
88.305,78.49,73.4,10.865,29.34,30.3808
87.98583333,78.7,75.1,10.86416667,29.32,28.7227
87.66666667,78.92,76.8,10.86333333,29.3,29.2576
87.3475,79.13,78.5,10.8625,29.28,29.739
87.02833333,79.34,80.2,10.86166667,29.27,28.9902
86.70916667,79.56,81.89,10.86083333,29.25,27.8134
86.39,79.77,83.59,10.86,29.23,27.7065
86.40583333,79.69,83.42,10.29166667,29.24,28.4553
86.42166667,79.62,83.26,9.723333333,29.25,26.7972
86.4375,79.54,83.09,9.155,29.26,24.6577
86.45333333,79.47,82.92,8.586666667,29.28,22.6787
86.46916667,79.39,82.75,8.018333333,29.29,18.6136
86.485,79.32,82.58,7.45,29.3,17.1695
86.50083333,79.24,82.42,6.881666667,29.31,14.923
86.51666667,79.16,82.25,6.313333333,29.32,13.1044
86.5325,79.09,82.08,5.745,29.34,12.4626
86.54833333,79.01,81.91,5.176666667,29.35,12.1416
86.56416667,78.94,81.75,4.608333333,29.36,10.4835
86.58,78.86,81.58,4.04,29.37,10.0556
86.31416667,78.71,81.8,3.87,29.39,9.8952
86.04833333,78.56,82.02,3.7,29.41,10.2161
85.7825,78.4,82.24,3.53,29.42,10.6975
85.51666667,78.25,82.46,3.36,29.44,10.537
85.25083333,78.1,82.68,3.19,29.46,10.9114
84.985,77.95,82.9,3.02,29.48,10.9114
84.71916667,77.8,83.13,2.85,29.5,11.7137
84.45333333,77.65,83.35,2.68,29.52,11.6068
84.1875,77.5,83.57,2.51,29.54,12.1951
83.92166667,77.34,83.79,2.34,29.55,12.1951
83.65583333,77.19,84.01,2.17,29.57,11.7672
83.39,77.04,84.23,2,29.59,11.6603
83.4025,77.04,84.24,2.419166667,29.63,11.0184
83.415,77.05,84.25,2.838333333,29.66,10.9649
83.4275,77.05,84.26,3.2575,29.7,10.9649
83.44,77.05,84.26,3.676666667,29.73,10.8579
83.4525,77.06,84.27,4.095833333,29.77,10.2696
83.465,77.06,84.28,4.515,29.8,9.7347
83.4775,77.06,84.29,4.934166667,29.84,9.7882
83.49,77.07,84.3,5.353333333,29.88,9.5742
83.5025,77.07,84.3,5.7725,29.91,9.5208
83.515,77.07,84.31,6.191666667,29.95,9.8417
83.5275,77.08,84.32,6.610833333,29.98,9.7882
83.54,77.08,84.33,7.03,30.02,9.8952
83.3575,77.08,84.52,7.031666667,29.98,9.4138
83.175,77.07,84.71,7.033333333,29.93,9.4138
82.9925,77.07,84.9,7.035,29.89,9.5208
82.81,77.07,85.09,7.036666667,29.85,9.1998
82.6275,77.06,85.28,7.038333333,29.8,8.9324
82.445,77.06,85.47,7.04,29.76,8.665
82.2625,77.06,85.66,7.041666667,29.72,8.7719
82.08,77.05,85.85,7.043333333,29.67,9.0394
81.8975,77.05,86.04,7.045,29.63,9.3603
81.715,77.05,86.23,7.046666667,29.59,9.2533
81.5325,77.04,86.42,7.048333333,29.54,9.2533
81.35,77.04,86.61,7.05,29.5,8.558
81.57083333,77.09,86.06,7.210833333,29.45,8.665
81.79166667,77.13,85.52,7.371666667,29.41,8.451
82.0125,77.18,84.97,7.5325,29.36,7.9696
82.23333333,77.22,84.42,7.693333333,29.32,7.8092
82.45416667,77.27,83.87,7.854166667,29.27,7.3278
82.675,77.32,83.32,8.015,29.22,7.1138
82.89583333,77.36,82.78,8.175833333,29.18,7.6487
83.11666667,77.41,82.23,8.336666667,29.13,7.9161
83.3375,77.45,81.68,8.4975,29.09,7.5417
83.55833333,77.5,81.14,8.658333333,29.04,7.1138
83.77916667,77.54,80.59,8.819166667,29,7.2743
84,77.59,80.04,8.98,28.95,8.2905
84.21666667,77.66,79.71,9.308333333,28.95,10.2696
84.43333333,77.72,79.37,9.636666667,28.95,12.4091
84.65,77.78,79.04,9.965,28.95,14.2276
84.86666667,77.85,78.71,10.29333333,28.95,17.1695
85.08333333,77.92,78.37,10.62166667,28.95,20.1113
85.3,77.98,78.04,10.95,28.96,22.3042
85.51666667,78.04,77.71,11.27833333,28.96,22.8391
85.73333333,78.11,77.37,11.60666667,28.96,22.7856
85.95,78.18,77.04,11.935,28.96,23.3205
86.16666667,78.24,76.71,12.26333333,28.96,23.8554
86.38333333,78.31,76.37,12.59166667,28.96,24.3902
86.6,78.37,76.04,12.92,28.96,25.8879
86.54916667,78.14,75.83,12.43833333,28.99,27.5995
86.49833333,77.9,75.62,11.95666667,29.02,27.9739
86.4475,77.67,75.4,11.475,29.06,29.0971
86.39666667,77.44,75.19,10.99333333,29.09,29.846
86.34583333,77.2,74.98,10.51166667,29.12,26.7437
86.295,76.97,74.76,10.03,29.16,25.4065
86.24416667,76.74,74.55,9.548333333,29.19,25.246
86.19333333,76.5,74.34,9.066666667,29.22,25.5135
86.1425,76.27,74.13,8.585,29.25,24.2298
86.09166667,76.04,73.91,8.103333333,29.28,24.0693
86.04083333,75.8,73.7,7.621666667,29.32,24.1228
85.99,75.57,73.49,7.14,29.35,22.9461
85.99,75.86,73.71,7.303333333,29.38,23.9089
85.99,76.14,73.93,7.466666667,29.4,23.16
85.99,76.43,74.15,7.63,29.42,22.7321
85.99,76.71,74.37,7.793333333,29.45,23.0531
85.99,77,74.59,7.956666667,29.48,23.9623
85.99,77.28,74.81,8.12,29.5,23.6949
85.99,77.57,75.02,8.283333333,29.52,23.5879
85.99,77.86,75.24,8.446666667,29.55,23.8554
85.99,78.14,75.46,8.61,29.58,23.2135
85.99,78.43,75.68,8.773333333,29.6,22.8391
85.99,78.71,75.9,8.936666667,29.62,21.6624
85.99,79,76.12,9.1,29.65,21.0205
85.75833333,78.9,77.2,8.51,29.68,20.0578
85.52666667,78.79,78.29,7.92,29.71,22.0368
85.295,78.69,79.37,7.33,29.74,20.2182
85.06333333,78.58,80.46,6.74,29.77,15.4579
84.83166667,78.48,81.54,6.15,29.8,13.3718
84.6,78.38,82.62,5.56,29.83,10.9114
84.36833333,78.27,83.71,4.97,29.86,9.1463
84.13666667,78.17,84.79,4.38,29.89,8.6115
83.905,78.06,85.88,3.79,29.92,8.5045
83.67333333,77.96,86.96,3.2,29.95,9.0929
83.44166667,77.85,88.05,2.61,29.98,8.3975
83.21,77.75,89.13,2.02,30.01,8.665
83.20666667,77.75,89.28,2.190833333,29.95,8.665
83.20333333,77.74,89.42,2.361666667,29.88,8.558
83.2,77.74,89.56,2.5325,29.82,8.2905
83.19666667,77.74,89.71,2.703333333,29.75,8.6115
83.19333333,77.74,89.86,2.874166667,29.69,9.3068
83.19,77.74,90,3.045,29.62,9.1463
83.18666667,77.73,90.14,3.215833333,29.56,8.9324
83.18333333,77.73,90.29,3.386666667,29.5,10.0021
83.18,77.73,90.44,3.5575,29.43,9.7882
83.17666667,77.72,90.58,3.728333333,29.37,9.7347
83.17333333,77.72,90.72,3.899166667,29.3,9.2533
83.17,77.72,90.87,4.07,29.24,9.1463
83.0625,77.63,90.41,3.8975,29.28,9.2533
82.955,77.53,89.96,3.725,29.33,9.0929
82.8475,77.44,89.5,3.5525,29.37,8.6115
82.74,77.34,89.04,3.38,29.41,8.5045
82.6325,77.25,88.59,3.2075,29.46,8.0766
82.525,77.16,88.13,3.035,29.5,8.5045
82.4175,77.06,87.67,2.8625,29.54,7.8626
82.31,76.97,87.22,2.69,29.59,7.9161
82.2025,76.87,86.76,2.5175,29.63,7.8092
82.095,76.78,86.3,2.345,29.67,7.7557
81.9875,76.68,85.85,2.1725,29.72,7.6487
81.88,76.59,85.39,2,29.76,7.9161
81.80916667,76.62,85.99,2.163333333,29.78,7.7557
81.73833333,76.66,86.59,2.326666667,29.81,7.7022
81.6675,76.69,87.2,2.49,29.83,7.3813
81.59666667,76.73,87.8,2.653333333,29.85,7.5417
81.52583333,76.76,88.4,2.816666667,29.88,7.5952
81.455,76.8,89,2.98,29.9,7.3813
81.38416667,76.83,89.6,3.143333333,29.92,7.3278
81.31333333,76.86,90.2,3.306666667,29.95,7.4882
81.2425,76.9,90.8,3.47,29.97,7.1138
81.17166667,76.93,91.41,3.633333333,29.99,7.0068
81.10083333,76.97,92.01,3.796666667,30.02,6.7394
81.03,77,92.61,3.96,30.04,6.8999
81.06166667,77.1,92.02,3.969166667,30.02,6.5789
81.09333333,77.19,91.43,3.978333333,30,6.7929
81.125,77.29,90.84,3.9875,29.98,6.6324
81.15666667,77.39,90.25,3.996666667,29.96,6.7929
81.18833333,77.48,89.66,4.005833333,29.94,6.2045
81.22,77.58,89.07,4.015,29.92,6.151
81.25166667,77.68,88.48,4.024166667,29.89,6.2045
81.28333333,77.77,87.89,4.033333333,29.87,5.8301
81.315,77.87,87.3,4.0425,29.85,6.365
81.34666667,77.97,86.71,4.051666667,29.83,5.4022
81.37833333,78.06,86.12,4.060833333,29.81,6.4185
81.41,78.16,85.53,4.07,29.79,8.6115
81.605,78.31,85.92,3.896666667,29.81,9.5208
81.8,78.47,86.3,3.723333333,29.83,11.7137
81.995,78.62,86.69,3.55,29.84,13.7463
82.19,78.78,87.08,3.376666667,29.86,17.3299
82.385,78.93,87.46,3.203333333,29.88,18.4531
82.58,79.09,87.85,3.03,29.9,21.8763
82.775,79.24,88.24,2.856666667,29.92,22.5182
82.97,79.39,88.62,2.683333333,29.94,22.1438
83.165,79.55,89.01,2.51,29.96,22.8391
83.36,79.7,89.4,2.336666667,29.97,23.6949
83.555,79.86,89.78,2.163333333,29.99,23.5879
83.75,80.01,90.17,1.99,30.01,24.0693
84.08083333,79.96,88.69,2.756666667,29.92,27.5995
84.41166667,79.91,87.22,3.523333333,29.83,30.1669
84.7425,79.86,85.74,4.29,29.74,31.4506
85.07333333,79.8,84.26,5.056666667,29.65,31.2366
85.40416667,79.75,82.79,5.823333333,29.56,27.7065
85.735,79.7,81.31,6.59,29.48,26.7972
86.06583333,79.65,79.83,7.356666667,29.39,26.3693
86.39666667,79.6,78.36,8.123333333,29.3,27.1181
86.7275,79.54,76.88,8.89,29.21,26.6902
87.05833333,79.49,75.4,9.656666667,29.12,26.2088
87.38916667,79.44,73.93,10.42333333,29.03,28.3483
87.72,79.39,72.45,11.19,28.94,28.3483
87.74166667,78.94,71.86,11.34,28.97,27.8134
87.76333333,78.48,71.27,11.49,29,26.5832
87.785,78.03,70.68,11.64,29.02,28.0274
87.80666667,77.58,70.08,11.79,29.05,28.2413
87.82833333,77.12,69.49,11.94,29.08,29.2041
87.85,76.67,68.9,12.09,29.1,29.7925
87.87166667,76.22,68.31,12.24,29.13,29.3646
87.89333333,75.76,67.72,12.39,29.16,30.8622
87.915,75.31,67.12,12.54,29.19,29.846
87.93666667,74.86,66.53,12.69,29.22,28.7227
87.95833333,74.4,65.94,12.84,29.24,29.1506
87.98,73.95,65.35,12.99,29.27,27.9204
87.73916667,74.23,66.61,12.23833333,29.27,28.2413
87.49833333,74.51,67.87,11.48666667,29.27,25.5135
87.2575,74.79,69.13,10.735,29.27,25.0321
87.01666667,75.07,70.39,9.983333333,29.27,23.2135
86.77583333,75.35,71.65,9.231666667,29.27,17.5439
86.535,75.63,72.91,8.48,29.26,16.2067
86.29416667,75.92,74.17,7.728333333,29.26,13.1579
86.05333333,76.2,75.43,6.976666667,29.26,10.751
85.8125,76.48,76.69,6.225,29.26,10.644
85.57166667,76.76,77.95,5.473333333,29.26,11.7137
85.33083333,77.04,79.21,4.721666667,29.26,11.7137
85.09,77.32,80.47,3.97,29.26,11.4998
84.94583333,77.34,80.87,4.404166667,29.25,11.3928
84.80166667,77.36,81.28,4.838333333,29.24,11.7137
84.6575,77.38,81.68,5.2725,29.23,11.7137
84.51333333,77.4,82.08,5.706666667,29.22,12.0347
84.36916667,77.42,82.48,6.140833333,29.21,12.0347
84.225,77.44,82.88,6.575,29.2,11.7672
84.08083333,77.46,83.29,7.009166667,29.2,11.7137
83.93666667,77.48,83.69,7.443333333,29.19,11.7137
83.7925,77.5,84.09,7.8775,29.18,10.9649
83.64833333,77.52,84.5,8.311666667,29.17,11.6603
83.50416667,77.54,84.9,8.745833333,29.16,11.5533
83.36,77.56,85.3,9.18,29.15,11.3928
83.21083333,77.56,85.52,8.583333333,29.15,11.0184
83.06166667,77.55,85.74,7.986666667,29.16,10.9649
82.9125,77.55,85.96,7.39,29.16,10.9114
82.76333333,77.55,86.19,6.793333333,29.16,10.1091
82.61416667,77.54,86.41,6.196666667,29.17,9.7882
82.465,77.54,86.63,5.6,29.17,9.5742
82.31583333,77.54,86.85,5.003333333,29.17,9.3068
82.16666667,77.53,87.07,4.406666667,29.18,9.0394
82.0175,77.53,87.29,3.81,29.18,8.8789
81.86833333,77.53,87.52,3.213333333,29.18,8.7184
81.71916667,77.52,87.74,2.616666667,29.19,8.5045
81.57,77.52,87.96,2.02,29.19,8.5045
81.60166667,77.65,88,2.021666667,29.26,8.9324
81.63333333,77.77,88.04,2.023333333,29.32,8.5045
81.665,77.9,88.08,2.025,29.38,8.665
81.69666667,78.03,88.12,2.026666667,29.45,8.2371
81.72833333,78.15,88.16,2.028333333,29.52,8.344
81.76,78.28,88.2,2.03,29.58,8.3975
81.79166667,78.41,88.25,2.031666667,29.64,8.344
